id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,image,cry
651,quilladin,grass,,61,78,95,56,58,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/651.ogg
652,chesnaught,grass,fighting,88,107,122,74,75,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/652.ogg
653,fennekin,fire,,40,45,40,62,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/653.ogg
654,braixen,fire,,59,59,58,90,70,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/654.ogg
655,delphox,fire,psychic,75,69,72,114,100,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/655.ogg
656,froakie,water,,41,56,40,62,44,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/656.ogg
657,frogadier,water,,54,63,52,83,56,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/657.ogg
658,greninja,water,dark,72,95,67,103,71,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/658.ogg
659,bunnelby,normal,,38,36,38,32,36,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/659.ogg
660,diggersby,normal,ground,85,56,77,50,77,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/660.ogg
661,fletchling,normal,flying,45,50,43,40,38,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/661.ogg
662,fletchinder,fire,flying,62,73,55,56,52,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/662.ogg
663,talonflame,fire,flying,78,81,71,74,69,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/663.ogg
664,scatterbug,bug,,38,35,40,27,25,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/664.ogg
665,spewpa,bug,,45,22,60,27,30,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/665.ogg
666,vivillon,bug,flying,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/666.ogg
667,litleo,fire,normal,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/667.ogg
668,pyroar,fire,normal,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/668.ogg
669,flabebe,fairy,,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/669.ogg
670,floette,fairy,,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/670.ogg
671,florges,fairy,,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/671.ogg
672,skiddo,grass,,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/672.ogg
673,gogoat,grass,,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/673.ogg
674,pancham,fighting,,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/674.ogg
675,pangoro,fighting,dark,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/675.ogg
676,furfrou,normal,,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/676.ogg
677,espurr,psychic,,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/677.ogg
678,meowstic-male,psychic,,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/678.ogg
679,honedge,steel,ghost,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/679.ogg
680,doublade,steel,ghost,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/680.ogg
681,aegislash-shield,steel,ghost,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/681.ogg
682,spritzee,fairy,,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/682.ogg
683,aromatisse,fairy,,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/683.ogg
684,swirlix,fairy,,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/684.ogg
685,slurpuff,fairy,,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/685.ogg
686,inkay,dark,psychic,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/686.ogg
687,malamar,dark,psychic,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/687.ogg
688,binacle,rock,water,42,52,67,39,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/688.ogg
689,barbaracle,rock,water,72,105,115,54,86,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/689.ogg
690,skrelp,poison,water,50,60,60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/690.ogg
691,dragalge,poison,dragon,65,75,90,97,123,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/691.ogg
692,clauncher,water,,50,53,62,58,63,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/692.ogg
693,clawitzer,water,,71,73,88,120,89,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/693.ogg
694,helioptile,electric,normal,44,38,33,61,43,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/694.ogg
695,heliolisk,electric,normal,62,55,52,109,94,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/695.ogg
696,tyrunt,rock,dragon,58,89,77,45,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/696.ogg
697,tyrantrum,rock,dragon,82,121,119,69,59,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/697.ogg
698,amaura,rock,ice,77,59,50,67,63,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/698.ogg
699,aurorus,rock,ice,123,77,72,99,92,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/699.ogg
700,sylveon,fairy,,95,65,65,110,130,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/700.ogg
701,hawlucha,fighting,flying,78,92,75,74,63,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/701.ogg
702,dedenne,electric,fairy,67,58,57,81,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/702.ogg
703,carbink,rock,fairy,50,50,150,50,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/703.ogg
704,goomy,dragon,,45,50,35,55,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/704.ogg
705,sliggoo,dragon,,68,75,53,83,113,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/705.ogg
706,goodra,dragon,,90,100,70,110,150,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/706.ogg
707,klefki,steel,fairy,57,80,91,80,87,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/707.ogg
708,phantump,ghost,grass,43,70,48,50,60,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/708.ogg
709,trevenant,ghost,grass,85,110,76,65,82,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/709.ogg
710,pumpkaboo-average,ghost,grass,49,66,70,44,55,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/710.ogg
711,gourgeist-average,ghost,grass,65,90,122,58,75,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/711.ogg
712,bergmite,ice,,55,69,85,32,35,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/712.ogg
713,avalugg,ice,,95,117,184,44,46,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/713.ogg
714,noibat,flying,dragon,40,30,35,45,40,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/714.ogg
715,noivern,flying,dragon,85,70,80,97,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/715.ogg
716,xerneas,fairy,,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/716.ogg
717,yveltal,dark,flying,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/717.ogg
718,zygarde-50,dragon,ground,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/718.ogg
719,diancie,rock,fairy,50,100,150,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/719.ogg
720,hoopa,psychic,ghost,80,110,60,150,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/720.ogg
721,volcanion,fire,water,80,110,120,130,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/721.ogg
722,rowlet,grass,flying,68,55,55,50,50,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/722.ogg
723,dartrix,grass,flying,78,75,75,70,70,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/723.ogg
724,decidueye,grass,ghost,78,107,75,100,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/724.ogg
725,litten,fire,,45,65,40,60,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/725.ogg
726,torracat,fire,,65,85,50,80,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/726.ogg
727,incineroar,fire,dark,95,115,90,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/727.ogg
728,popplio,water,,50,54,54,66,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/728.ogg
729,brionne,water,,60,69,69,91,81,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/729.ogg
730,primarina,water,fairy,80,74,74,126,116,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/730.ogg
731,pikipek,normal,flying,35,75,30,30,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/731.ogg
732,trumbeak,normal,flying,55,85,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/732.ogg
733,toucannon,normal,flying,80,120,75,75,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/733.ogg
734,yungoos,normal,,48,70,30,30,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/734.ogg
735,gumshoos,normal,,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/735.ogg
736,grubbin,bug,,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/736.ogg
737,charjabug,bug,electric,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/737.ogg
738,vikavolt,bug,electric,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/738.ogg
739,crabrawler,fighting,,47,82,57,42,47,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/739.ogg
740,crabominable,fighting,ice,97,132,77,62,67,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/740.ogg
741,oricorio-baile,fire,flying,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/741.ogg
